review_id,review_text,rating,category,verified_purchase,helpful_votes,review_date,sentiment
R04359,"Wonderful experience, highly recommended. Fast delivery!",5,Clothing,True,0,2025-04-08,Positive
R04360,"Wonderful experience, highly recommended. Fast delivery!",4,Beauty,True,0,2025-09-12,Positive
R04361,Excellent product! Highly recommended. Fast delivery!,4,Sports,True,0,2026-01-04,Positive
R04362,"Amazing quality, worth every penny. Fast delivery!",4,Books,False,0,2026-01-18,Positive
R04363,"Amazing quality, worth every penny. Exactly as described.",5,Clothing,True,3,2025-09-23,Positive
R04364,"Wonderful experience, highly recommended. The home & kitchen quality is excellent.",5,Home & Kitchen,True,1,2025-09-16,Positive
R04365,Exceeded my expectations completely. The home & kitchen quality is excellent.,5,Home & Kitchen,True,0,2025-06-09,Positive
R04366,Exceeded my expectations completely. Exactly as described.,5,Clothing,True,1,2025-07-12,Positive
R04367,Best purchase I've made in months. The electronics quality is excellent.,4,Electronics,True,0,2025-11-20,Positive
R04368,"Fantastic product, great value for money. The sports quality is excellent.",5,Sports,False,3,2025-10-10,Positive
R04369,"Amazing quality, worth every penny. Customer service was helpful.",5,Electronics,True,5,2025-02-11,Positive
R04370,Best purchase I've made in months. The clothing quality is excellent.,4,Clothing,True,0,2025-12-01,Positive
R04371,Best purchase I've made in months. Customer service was helpful.,5,Clothing,True,3,2025-09-30,Positive
R04372,Best purchase I've made in months. The electronics quality is excellent.,5,Electronics,True,4,2025-05-13,Positive
R04373,Loved it! Will buy again. Customer service was helpful.,5,Clothing,True,4,2025-03-02,Positive
R04374,Not bad but not great either.,3,Electronics,True,0,2025-08-02,Neutral
R04375,"Great purchase, very satisfied. The beauty quality is excellent.",4,Beauty,True,0,2026-01-04,Positive
R04376,Loved it! Will buy again. Great packaging.,5,Sports,True,2,2025-12-17,Positive
R04377,Outstanding quality and service. Great packaging.,4,Electronics,True,0,2025-10-13,Positive
R04378,"Great purchase, very satisfied. Fast delivery!",5,Electronics,False,0,2025-11-14,Positive
R04379,Loved it! Will buy again. Great packaging.,5,Books,True,2,2025-07-30,Positive
R04380,Excellent product! Highly recommended. Customer service was helpful.,5,Clothing,True,4,2026-01-07,Positive
R04381,Best purchase I've made in months. Great packaging.,4,Sports,True,0,2025-07-19,Positive
R04382,"Amazing quality, worth every penny. Exactly as described.",4,Beauty,False,0,2025-11-11,Positive
R04383,"Perfect product, fast delivery. Great packaging.",5,Electronics,True,1,2025-07-04,Positive
R04384,Excellent product! Highly recommended. Customer service was helpful.,5,Clothing,False,0,2025-08-19,Positive
R04385,Loved it! Will buy again. Exactly as described.,5,Electronics,True,11,2025-11-04,Positive
R04386,Outstanding quality and service. The clothing quality is excellent.,5,Clothing,False,0,2025-05-26,Positive
R04387,"Amazing quality, worth every penny. Fast delivery!",4,Home & Kitchen,False,0,2025-11-20,Positive
R04388,"Worst purchase ever, total waste. Not as shown in pictures.",2,Beauty,True,0,2025-03-02,Negative
R04389,"It's okay, nothing special.",3,Electronics,True,0,2026-01-02,Neutral
R04390,Loved it! Will buy again. Customer service was helpful.,4,Beauty,True,0,2025-09-30,Positive
R04391,Outstanding quality and service. Fast delivery!,5,Home & Kitchen,True,1,2025-12-26,Positive
R04392,Acceptable for the price.,3,Home & Kitchen,True,0,2025-12-28,Neutral
R04393,"Amazing quality, worth every penny. The home & kitchen quality is excellent.",5,Home & Kitchen,True,1,2025-05-31,Positive
R04394,"Fantastic product, great value for money. Customer service was helpful.",5,Sports,True,0,2025-07-09,Positive
R04395,Outstanding quality and service. Customer service was helpful.,4,Electronics,True,0,2025-05-27,Positive
R04396,Loved it! Will buy again. Great packaging.,4,Beauty,True,0,2025-09-09,Positive
R04397,"Worst purchase ever, total waste. The beauty quality is poor.",2,Beauty,True,3,2025-11-07,Negative
R04398,Loved it! Will buy again. Exactly as described.,5,Electronics,False,1,2025-02-17,Positive
R04399,"Poor quality, broke after one use. Customer service was unhelpful.",1,Home & Kitchen,True,1,2025-10-30,Negative
R04400,"Wonderful experience, highly recommended. Customer service was helpful.",5,Electronics,True,5,2025-02-03,Positive
R04401,Not bad but not great either.,3,Home & Kitchen,True,0,2025-03-04,Neutral
R04402,"Perfect product, fast delivery. The books quality is excellent.",4,Books,False,0,2025-08-12,Positive
R04403,"Great purchase, very satisfied. Great packaging.",5,Clothing,True,0,2025-07-11,Positive
R04404,"Perfect product, fast delivery. Exactly as described.",4,Sports,True,0,2025-10-05,Positive
R04405,Loved it! Will buy again. The beauty quality is excellent.,5,Beauty,True,1,2025-06-25,Positive
R04406,Best purchase I've made in months. Exactly as described.,4,Beauty,True,0,2025-10-09,Positive
R04407,"Perfect product, fast delivery. The electronics quality is excellent.",4,Electronics,True,0,2025-03-01,Positive
R04408,Exceeded my expectations completely. Exactly as described.,5,Books,True,5,2025-12-19,Positive
R04409,Outstanding quality and service. Exactly as described.,4,Sports,True,0,2025-09-23,Positive
R04410,"Amazing quality, worth every penny. Great packaging.",5,Electronics,True,1,2025-11-13,Positive
R04411,Exceeded my expectations completely. Great packaging.,4,Books,True,0,2026-01-19,Positive
R04412,"Wonderful experience, highly recommended. Customer service was helpful.",4,Books,True,0,2025-08-16,Positive
R04413,"Worst purchase ever, total waste. Delivery was late.",2,Books,True,1,2025-12-26,Negative
R04414,"Great purchase, very satisfied. Fast delivery!",5,Home & Kitchen,True,4,2025-03-28,Positive
R04415,"Poor quality, broke after one use. Customer service was unhelpful.",2,Clothing,False,0,2025-11-30,Negative
R04416,"Fantastic product, great value for money. The sports quality is excellent.",5,Sports,False,0,2025-05-30,Positive
R04417,"Perfect product, fast delivery. Exactly as described.",5,Electronics,False,9,2025-12-21,Positive
R04418,Acceptable for the price.,3,Beauty,True,0,2025-07-11,Neutral
R04419,Acceptable for the price.,3,Home & Kitchen,False,0,2025-09-01,Neutral
R04420,"Fantastic product, great value for money. Great packaging.",4,Sports,True,0,2025-09-27,Positive
R04421,"Terrible product, do not buy. The books quality is poor.",2,Books,True,3,2025-05-12,Negative
R04422,Excellent product! Highly recommended. The books quality is excellent.,5,Books,True,1,2025-10-15,Positive
R04423,Best purchase I've made in months. Exactly as described.,4,Beauty,False,0,2026-01-27,Positive
R04424,"Wonderful experience, highly recommended. Great packaging.",4,Electronics,True,0,2025-09-27,Positive
R04425,"Perfect product, fast delivery. Customer service was helpful.",5,Home & Kitchen,True,1,2025-08-06,Positive
R04426,"Worst purchase ever, total waste. Delivery was late.",2,Books,False,0,2025-03-12,Negative
R04427,"Amazing quality, worth every penny. The clothing quality is excellent.",5,Clothing,True,0,2026-01-02,Positive
R04428,Outstanding quality and service. Exactly as described.,4,Sports,True,0,2025-05-26,Positive
R04429,"Perfect product, fast delivery. Great packaging.",4,Home & Kitchen,True,0,2026-01-13,Positive
R04430,"It's okay, nothing special.",3,Electronics,True,0,2025-07-25,Neutral
R04431,Acceptable for the price.,3,Beauty,True,0,2025-07-29,Neutral
R04432,Best purchase I've made in months. Customer service was helpful.,4,Electronics,True,0,2025-04-05,Positive
R04433,"Perfect product, fast delivery. Exactly as described.",5,Sports,True,1,2025-07-16,Positive
R04434,Loved it! Will buy again. The clothing quality is excellent.,4,Clothing,False,0,2025-03-13,Positive
R04435,Outstanding quality and service. Great packaging.,4,Beauty,True,0,2025-08-11,Positive
R04436,Exceeded my expectations completely. Exactly as described.,5,Electronics,True,0,2025-05-19,Positive
R04437,"Completely unsatisfied, want refund. Customer service was unhelpful.",1,Electronics,True,1,2025-04-13,Negative
R04438,"Great purchase, very satisfied. Great packaging.",5,Books,True,0,2025-04-19,Positive
R04439,"Bad quality, not worth the price. Customer service was unhelpful.",2,Clothing,True,0,2025-12-28,Negative
R04440,"Great purchase, very satisfied. Exactly as described.",4,Home & Kitchen,True,0,2025-11-22,Positive
R04441,Acceptable for the price.,3,Home & Kitchen,False,0,2025-12-10,Neutral
R04442,"Amazing quality, worth every penny. The clothing quality is excellent.",4,Clothing,True,0,2025-02-14,Positive
R04443,"Amazing quality, worth every penny. Customer service was helpful.",5,Clothing,True,1,2025-12-22,Positive
R04444,Decent but could be better.,3,Home & Kitchen,False,0,2025-11-18,Neutral
R04445,Exceeded my expectations completely. The home & kitchen quality is excellent.,4,Home & Kitchen,True,0,2026-01-07,Positive
R04446,"Cheap material, very poor quality. Not as shown in pictures.",2,Home & Kitchen,True,1,2025-11-02,Negative
R04447,"Horrible experience, never buying again. Delivery was late.",1,Home & Kitchen,True,1,2025-11-30,Negative
R04448,"Great purchase, very satisfied. Customer service was helpful.",5,Books,True,0,2025-11-24,Positive
R04449,"Fantastic product, great value for money. Customer service was helpful.",4,Books,True,0,2025-05-11,Positive
R04450,"Great purchase, very satisfied. The clothing quality is excellent.",4,Clothing,True,0,2025-10-01,Positive
R04451,"Average product, does the job.",3,Books,True,0,2025-11-07,Neutral
R04452,"Fantastic product, great value for money. Great packaging.",5,Home & Kitchen,True,0,2026-01-17,Positive
R04453,Excellent product! Highly recommended. Customer service was helpful.,5,Beauty,True,0,2025-02-20,Positive
R04454,"It's okay, nothing special.",3,Sports,True,0,2025-03-17,Neutral
R04455,Outstanding quality and service. Exactly as described.,4,Electronics,True,0,2025-12-25,Positive
R04456,"Cheap material, very poor quality. Delivery was late.",1,Electronics,True,2,2025-07-22,Negative
R04457,Acceptable for the price.,3,Clothing,False,0,2026-01-06,Neutral
R04458,Very disappointed with the quality. Delivery was late.,2,Sports,True,1,2025-02-02,Negative
R04459,Not bad but not great either.,3,Sports,True,0,2025-06-21,Neutral
R04460,"Completely unsatisfied, want refund. Product arrived damaged.",1,Beauty,True,1,2025-02-15,Negative
R04461,Not bad but not great either.,3,Sports,True,0,2025-06-12,Neutral
R04462,Outstanding quality and service. The clothing quality is excellent.,5,Clothing,True,1,2025-04-09,Positive
R04463,"It's okay, nothing special.",3,Beauty,True,0,2025-10-06,Neutral
R04464,"Perfect product, fast delivery. Exactly as described.",4,Clothing,True,0,2025-05-30,Positive
R04465,Loved it! Will buy again. Fast delivery!,4,Sports,True,0,2025-08-01,Positive
R04466,Best purchase I've made in months. Fast delivery!,5,Clothing,True,2,2026-01-17,Positive
R04467,Loved it! Will buy again. Fast delivery!,5,Beauty,True,0,2025-07-11,Positive
R04468,Excellent product! Highly recommended. Fast delivery!,5,Electronics,True,1,2025-05-10,Positive
R04469,"Perfect product, fast delivery. Customer service was helpful.",4,Books,False,0,2025-07-02,Positive
R04470,"Perfect product, fast delivery. Exactly as described.",5,Home & Kitchen,False,2,2025-11-22,Positive
R04471,"Terrible product, do not buy. Delivery was late.",2,Clothing,True,7,2025-10-05,Negative
R04472,Excellent product! Highly recommended. The sports quality is excellent.,5,Sports,True,1,2025-02-16,Positive
R04473,"Poor quality, broke after one use. Not as shown in pictures.",1,Sports,True,3,2025-12-30,Negative
R04474,"It's okay, nothing special.",3,Beauty,True,0,2025-11-11,Neutral
R04475,Best purchase I've made in months. Exactly as described.,5,Beauty,True,6,2025-04-30,Positive
R04476,"Fantastic product, great value for money. Customer service was helpful.",5,Books,True,0,2025-11-25,Positive
R04477,"Worst purchase ever, total waste. The home & kitchen quality is poor.",1,Home & Kitchen,True,1,2025-03-09,Negative
R04478,"Average product, does the job.",3,Clothing,True,0,2025-12-28,Neutral
R04479,"It's okay, nothing special.",3,Beauty,True,0,2025-07-13,Neutral
R04480,"Amazing quality, worth every penny. Customer service was helpful.",4,Beauty,True,0,2025-10-06,Positive
R04481,"Great purchase, very satisfied. Customer service was helpful.",4,Sports,True,0,2025-07-29,Positive
R04482,"It's okay, nothing special.",3,Home & Kitchen,True,0,2025-08-26,Neutral
R04483,Very disappointed with the quality. Not as shown in pictures.,2,Electronics,True,4,2025-06-11,Negative
R04484,Decent but could be better.,3,Clothing,True,0,2025-05-10,Neutral
R04485,"Wonderful experience, highly recommended. Fast delivery!",4,Clothing,True,0,2025-03-30,Positive
R04486,"Wonderful experience, highly recommended. Fast delivery!",4,Home & Kitchen,True,0,2025-03-06,Positive
R04487,"Fantastic product, great value for money. Exactly as described.",4,Beauty,False,0,2025-02-23,Positive
R04488,Excellent product! Highly recommended. Great packaging.,4,Electronics,True,0,2025-12-25,Positive
R04489,Exceeded my expectations completely. Customer service was helpful.,5,Clothing,True,1,2025-09-29,Positive
R04490,Very disappointed with the quality. The home & kitchen quality is poor.,2,Home & Kitchen,True,1,2025-03-11,Negative
R04491,"Great purchase, very satisfied. Exactly as described.",4,Sports,True,0,2025-11-03,Positive
R04492,Outstanding quality and service. Exactly as described.,5,Clothing,True,2,2026-01-23,Positive
R04493,Loved it! Will buy again. Exactly as described.,4,Sports,True,0,2025-11-20,Positive
R04494,Loved it! Will buy again. Customer service was helpful.,4,Beauty,False,0,2025-10-03,Positive
R04495,"Perfect product, fast delivery. Fast delivery!",4,Beauty,True,0,2025-07-19,Positive
R04496,Acceptable for the price.,3,Home & Kitchen,True,0,2025-06-09,Neutral
R04497,"Amazing quality, worth every penny. Fast delivery!",5,Sports,True,6,2025-09-03,Positive
R04498,"Horrible experience, never buying again. Product arrived damaged.",2,Home & Kitchen,True,1,2025-07-24,Negative
R04499,"Fantastic product, great value for money. Fast delivery!",4,Sports,True,0,2026-01-21,Positive
R04500,Acceptable for the price.,3,Sports,True,0,2026-01-13,Neutral
R04501,"Cheap material, very poor quality. Not as shown in pictures.",2,Clothing,True,0,2025-10-07,Negative
R04502,"It's okay, nothing special.",3,Electronics,True,0,2025-10-10,Neutral
R04503,"Wonderful experience, highly recommended. The electronics quality is excellent.",5,Electronics,False,0,2025-08-11,Positive
R04504,"Cheap material, very poor quality. Product arrived damaged.",1,Sports,True,2,2025-07-21,Negative
R04505,"Fantastic product, great value for money. The home & kitchen quality is excellent.",4,Home & Kitchen,True,0,2025-10-10,Positive
R04506,Loved it! Will buy again. Fast delivery!,5,Home & Kitchen,True,6,2025-11-26,Positive
R04507,Best purchase I've made in months. The electronics quality is excellent.,4,Electronics,False,0,2025-08-14,Positive
R04508,"Perfect product, fast delivery. Fast delivery!",5,Books,True,2,2025-04-19,Positive
R04509,"Waste of money, not as described. Product arrived damaged.",2,Sports,True,1,2025-12-12,Negative
R04510,"Amazing quality, worth every penny. Great packaging.",5,Home & Kitchen,True,1,2025-02-04,Positive
R04511,"Great purchase, very satisfied. Exactly as described.",5,Beauty,True,1,2025-06-19,Positive
R04512,"Perfect product, fast delivery. Fast delivery!",4,Clothing,False,0,2026-01-01,Positive
R04513,"Poor quality, broke after one use. Delivery was late.",2,Clothing,True,1,2025-05-08,Negative
R04514,Exceeded my expectations completely. Exactly as described.,5,Beauty,False,1,2025-04-26,Positive
R04515,Loved it! Will buy again. Fast delivery!,5,Beauty,True,1,2025-03-20,Positive
R04516,Acceptable for the price.,3,Clothing,True,0,2025-03-31,Neutral
R04517,"Fantastic product, great value for money. Customer service was helpful.",5,Beauty,True,0,2025-08-02,Positive
R04518,Loved it! Will buy again. Great packaging.,4,Beauty,True,0,2025-04-11,Positive
R04519,"Average product, does the job.",3,Home & Kitchen,False,0,2025-06-06,Neutral
R04520,"Wonderful experience, highly recommended. Customer service was helpful.",5,Books,True,4,2025-02-19,Positive
R04521,"Horrible experience, never buying again. The clothing quality is poor.",2,Clothing,True,0,2025-03-16,Negative
R04522,Exceeded my expectations completely. Customer service was helpful.,5,Electronics,True,2,2025-08-23,Positive
R04523,Outstanding quality and service. Customer service was helpful.,4,Electronics,True,0,2025-08-25,Positive
R04524,Excellent product! Highly recommended. Exactly as described.,4,Home & Kitchen,False,0,2025-03-21,Positive
R04525,"Cheap material, very poor quality. Not as shown in pictures.",2,Books,True,1,2025-05-28,Negative
R04526,Very disappointed with the quality. Customer service was unhelpful.,1,Electronics,True,1,2025-07-10,Negative
R04527,Loved it! Will buy again. Customer service was helpful.,4,Clothing,True,0,2025-12-09,Positive
R04528,"Perfect product, fast delivery. Customer service was helpful.",4,Sports,True,0,2025-10-12,Positive
R04529,"Amazing quality, worth every penny. Customer service was helpful.",4,Home & Kitchen,True,0,2026-01-28,Positive
R04530,"Fantastic product, great value for money. Fast delivery!",5,Books,True,4,2025-03-26,Positive
R04531,"Amazing quality, worth every penny. The books quality is excellent.",4,Books,True,0,2025-10-09,Positive
R04532,"Completely unsatisfied, want refund. Not as shown in pictures.",2,Sports,True,1,2025-05-17,Negative
R04533,"Fantastic product, great value for money. Fast delivery!",4,Clothing,False,0,2025-02-23,Positive
R04534,"Amazing quality, worth every penny. Great packaging.",5,Clothing,True,5,2025-05-17,Positive
R04535,Excellent product! Highly recommended. Great packaging.,4,Beauty,True,0,2025-10-08,Positive
R04536,Outstanding quality and service. Customer service was helpful.,5,Home & Kitchen,True,2,2026-01-14,Positive
R04537,Outstanding quality and service. Exactly as described.,5,Sports,True,2,2025-12-15,Positive
R04538,"Great purchase, very satisfied. The books quality is excellent.",5,Books,True,0,2025-11-01,Positive
R04539,"Great purchase, very satisfied. Fast delivery!",4,Electronics,True,0,2025-06-25,Positive
R04540,Exceeded my expectations completely. Exactly as described.,5,Books,True,2,2025-07-18,Positive
R04541,"Great purchase, very satisfied. The sports quality is excellent.",5,Sports,True,4,2025-05-20,Positive
R04542,"Not as advertised, very disappointed. Customer service was unhelpful.",1,Electronics,True,1,2025-03-05,Negative
R04543,"Amazing quality, worth every penny. Fast delivery!",5,Home & Kitchen,True,3,2025-03-24,Positive
R04544,"Fantastic product, great value for money. Exactly as described.",4,Electronics,True,0,2025-05-04,Positive
R04545,Exceeded my expectations completely. The beauty quality is excellent.,4,Beauty,True,0,2025-03-23,Positive
R04546,"Great purchase, very satisfied. Customer service was helpful.",4,Sports,True,0,2025-05-20,Positive
R04547,Best purchase I've made in months. Great packaging.,4,Home & Kitchen,True,0,2025-04-08,Positive
R04548,"Fantastic product, great value for money. Fast delivery!",4,Home & Kitchen,True,0,2026-01-17,Positive
R04549,Excellent product! Highly recommended. Exactly as described.,5,Electronics,False,1,2025-11-18,Positive
R04550,"Great purchase, very satisfied. Exactly as described.",5,Electronics,False,0,2025-05-21,Positive
R04551,Loved it! Will buy again. Fast delivery!,4,Electronics,True,0,2025-04-11,Positive
R04552,"It's okay, nothing special.",3,Books,True,0,2025-03-01,Neutral
R04553,Not bad but not great either.,3,Home & Kitchen,True,0,2026-01-25,Neutral
R04554,Excellent product! Highly recommended. Exactly as described.,4,Beauty,True,0,2025-12-20,Positive
R04555,Loved it! Will buy again. The sports quality is excellent.,5,Sports,True,0,2025-07-16,Positive
R04556,"Completely unsatisfied, want refund. Delivery was late.",2,Beauty,False,1,2025-02-05,Negative
R04557,"Great purchase, very satisfied. Fast delivery!",5,Clothing,False,2,2025-06-13,Positive
R04558,Excellent product! Highly recommended. The sports quality is excellent.,4,Sports,False,0,2025-08-09,Positive
R04559,Outstanding quality and service. Customer service was helpful.,4,Clothing,False,0,2025-06-15,Positive
R04560,"Wonderful experience, highly recommended. The beauty quality is excellent.",4,Beauty,True,0,2026-01-08,Positive
R04561,Loved it! Will buy again. Customer service was helpful.,4,Electronics,True,0,2025-09-21,Positive
R04562,"Great purchase, very satisfied. Customer service was helpful.",4,Clothing,True,0,2025-03-28,Positive
R04563,Outstanding quality and service. The sports quality is excellent.,5,Sports,True,3,2025-10-09,Positive
R04564,Outstanding quality and service. Customer service was helpful.,5,Clothing,False,2,2026-01-10,Positive
R04565,"Average product, does the job.",3,Books,False,0,2025-11-15,Neutral
R04566,"Not as advertised, very disappointed. Not as shown in pictures.",1,Clothing,True,0,2025-11-26,Negative
R04567,"Great purchase, very satisfied. The beauty quality is excellent.",4,Beauty,False,0,2025-02-23,Positive
R04568,Loved it! Will buy again. Fast delivery!,5,Home & Kitchen,True,0,2025-08-21,Positive
R04569,"Poor quality, broke after one use. Not as shown in pictures.",2,Books,False,0,2025-08-17,Negative
R04570,"Great purchase, very satisfied. Fast delivery!",4,Electronics,True,0,2025-02-26,Positive
R04571,"Fantastic product, great value for money. Customer service was helpful.",4,Home & Kitchen,False,0,2025-02-16,Positive
R04572,Best purchase I've made in months. Great packaging.,5,Electronics,True,1,2025-05-14,Positive
R04573,"Wonderful experience, highly recommended. Fast delivery!",5,Beauty,True,0,2025-03-03,Positive
R04574,Exceeded my expectations completely. The clothing quality is excellent.,4,Clothing,True,0,2025-09-14,Positive
R04575,"Amazing quality, worth every penny. Customer service was helpful.",5,Electronics,False,6,2025-09-12,Positive
R04576,"Poor quality, broke after one use. Not as shown in pictures.",1,Books,True,2,2025-11-18,Negative
R04577,Acceptable for the price.,3,Electronics,False,0,2025-05-13,Neutral
R04578,"Wonderful experience, highly recommended. Fast delivery!",5,Books,False,0,2025-02-02,Positive
R04579,Acceptable for the price.,3,Sports,False,0,2025-07-10,Neutral
R04580,"Poor quality, broke after one use. Delivery was late.",2,Home & Kitchen,True,1,2025-05-03,Negative
R04581,"Wonderful experience, highly recommended. Customer service was helpful.",4,Sports,True,0,2025-06-25,Positive
R04582,"Wonderful experience, highly recommended. The home & kitchen quality is excellent.",5,Home & Kitchen,True,2,2025-11-30,Positive
R04583,Exceeded my expectations completely. Exactly as described.,4,Beauty,True,0,2025-11-21,Positive
R04584,Loved it! Will buy again. The books quality is excellent.,4,Books,True,0,2025-06-19,Positive
R04585,Best purchase I've made in months. The sports quality is excellent.,4,Sports,True,0,2025-07-25,Positive
R04586,"Amazing quality, worth every penny. The sports quality is excellent.",4,Sports,True,0,2025-04-10,Positive
R04587,"Wonderful experience, highly recommended. Exactly as described.",4,Electronics,True,0,2025-10-15,Positive
R04588,"Poor quality, broke after one use. Customer service was unhelpful.",1,Clothing,True,3,2025-12-31,Negative
R04589,"Great purchase, very satisfied. Exactly as described.",5,Books,True,0,2026-01-03,Positive
R04590,"Perfect product, fast delivery. Customer service was helpful.",5,Home & Kitchen,False,0,2025-09-07,Positive
R04591,Very disappointed with the quality. Customer service was unhelpful.,2,Home & Kitchen,False,0,2025-12-15,Negative
R04592,"Perfect product, fast delivery. Customer service was helpful.",4,Electronics,True,0,2025-07-06,Positive
R04593,Excellent product! Highly recommended. Exactly as described.,5,Beauty,True,0,2025-08-31,Positive
R04594,"Bad quality, not worth the price. Customer service was unhelpful.",2,Electronics,False,0,2025-05-12,Negative
R04595,"Average product, does the job.",3,Home & Kitchen,True,0,2025-07-20,Neutral
R04596,Outstanding quality and service. The beauty quality is excellent.,5,Beauty,True,2,2025-08-13,Positive
R04597,Best purchase I've made in months. The beauty quality is excellent.,5,Beauty,True,3,2025-05-11,Positive
R04598,"Wonderful experience, highly recommended. The sports quality is excellent.",4,Sports,True,0,2025-10-02,Positive
R04599,"Fantastic product, great value for money. The home & kitchen quality is excellent.",4,Home & Kitchen,True,0,2025-03-11,Positive
R04600,"Perfect product, fast delivery. Exactly as described.",4,Clothing,True,0,2025-10-06,Positive
R04601,"It's okay, nothing special.",3,Books,True,0,2025-04-26,Neutral
R04602,"Wonderful experience, highly recommended. Fast delivery!",5,Clothing,True,14,2025-06-06,Positive
R04603,Loved it! Will buy again. The electronics quality is excellent.,5,Electronics,False,1,2025-11-23,Positive
R04604,Exceeded my expectations completely. The sports quality is excellent.,5,Sports,True,0,2025-10-22,Positive
R04605,"Completely unsatisfied, want refund. Product arrived damaged.",1,Clothing,True,0,2025-10-18,Negative
R04606,"Perfect product, fast delivery. Fast delivery!",5,Beauty,True,2,2025-10-17,Positive
R04607,"Wonderful experience, highly recommended. Great packaging.",5,Electronics,True,0,2025-02-22,Positive
R04608,"Perfect product, fast delivery. Great packaging.",4,Home & Kitchen,True,0,2026-01-22,Positive
R04609,"Average product, does the job.",3,Books,True,0,2025-06-05,Neutral
R04610,Loved it! Will buy again. Fast delivery!,4,Sports,False,0,2025-06-15,Positive
R04611,"Great purchase, very satisfied. Fast delivery!",5,Clothing,False,0,2025-08-24,Positive
R04612,Decent but could be better.,3,Electronics,True,0,2025-12-15,Neutral
R04613,Decent but could be better.,3,Sports,True,0,2025-06-05,Neutral
R04614,"Perfect product, fast delivery. Customer service was helpful.",5,Books,True,2,2025-02-16,Positive
R04615,Very disappointed with the quality. Delivery was late.,1,Home & Kitchen,True,4,2025-12-05,Negative
R04616,"Average product, does the job.",3,Beauty,True,0,2025-06-07,Neutral
R04617,Excellent product! Highly recommended. The electronics quality is excellent.,4,Electronics,True,0,2025-06-23,Positive
R04618,Excellent product! Highly recommended. Exactly as described.,4,Beauty,True,0,2025-04-08,Positive
R04619,"Average product, does the job.",3,Sports,True,0,2025-11-19,Neutral
R04620,Decent but could be better.,3,Sports,True,0,2025-09-29,Neutral
R04621,"Wonderful experience, highly recommended. Fast delivery!",4,Home & Kitchen,False,0,2026-01-22,Positive
R04622,Exceeded my expectations completely. Exactly as described.,5,Sports,True,2,2025-06-13,Positive
R04623,"Wonderful experience, highly recommended. Exactly as described.",5,Home & Kitchen,True,0,2025-12-07,Positive
R04624,"Great purchase, very satisfied. Customer service was helpful.",4,Books,True,0,2025-08-10,Positive
R04625,Exceeded my expectations completely. Exactly as described.,4,Electronics,False,0,2025-06-24,Positive
R04626,Loved it! Will buy again. Fast delivery!,5,Electronics,True,1,2025-09-26,Positive
R04627,"Great purchase, very satisfied. The sports quality is excellent.",4,Sports,True,0,2025-07-18,Positive
R04628,Excellent product! Highly recommended. Fast delivery!,5,Beauty,False,0,2025-07-15,Positive
R04629,Excellent product! Highly recommended. The electronics quality is excellent.,5,Electronics,True,0,2025-07-18,Positive
R04630,"Worst purchase ever, total waste. Customer service was unhelpful.",1,Books,True,1,2026-01-06,Negative
R04631,"Great purchase, very satisfied. Fast delivery!",5,Electronics,True,1,2025-07-22,Positive
R04632,"Waste of money, not as described. The sports quality is poor.",2,Sports,True,0,2025-11-13,Negative
R04633,"Average product, does the job.",3,Beauty,False,0,2026-01-10,Neutral
R04634,Best purchase I've made in months. Customer service was helpful.,5,Beauty,True,0,2025-05-12,Positive
R04635,"Poor quality, broke after one use. Product arrived damaged.",2,Beauty,True,0,2025-12-09,Negative
R04636,"It's okay, nothing special.",3,Electronics,True,0,2025-07-31,Neutral
R04637,"Horrible experience, never buying again. The home & kitchen quality is poor.",1,Home & Kitchen,False,1,2025-08-21,Negative
R04638,"Waste of money, not as described. Customer service was unhelpful.",2,Home & Kitchen,True,1,2026-01-16,Negative
R04639,Outstanding quality and service. Fast delivery!,4,Home & Kitchen,True,0,2025-09-29,Positive
R04640,Very disappointed with the quality. Delivery was late.,1,Clothing,True,0,2025-07-14,Negative
R04641,"Fantastic product, great value for money. The electronics quality is excellent.",4,Electronics,True,0,2025-08-27,Positive
R04642,Decent but could be better.,3,Clothing,True,0,2025-08-04,Neutral
R04643,"Wonderful experience, highly recommended. Customer service was helpful.",4,Sports,False,0,2025-05-21,Positive
R04644,"Average product, does the job.",3,Books,True,0,2025-06-12,Neutral
R04645,Best purchase I've made in months. Exactly as described.,5,Sports,True,1,2025-08-18,Positive
R04646,Acceptable for the price.,3,Clothing,True,0,2025-02-21,Neutral
R04647,"Wonderful experience, highly recommended. Fast delivery!",4,Electronics,True,0,2025-06-15,Positive
R04648,"Terrible product, do not buy. Customer service was unhelpful.",2,Electronics,True,1,2025-10-29,Negative
R04649,"Great purchase, very satisfied. Customer service was helpful.",4,Clothing,False,0,2025-09-30,Positive
R04650,Loved it! Will buy again. Customer service was helpful.,4,Home & Kitchen,True,0,2025-12-30,Positive
R04651,"Wonderful experience, highly recommended. Fast delivery!",4,Home & Kitchen,True,0,2025-08-26,Positive
R04652,Loved it! Will buy again. The electronics quality is excellent.,4,Electronics,False,0,2025-05-28,Positive
R04653,Exceeded my expectations completely. Exactly as described.,4,Sports,True,0,2025-10-19,Positive
R04654,Not bad but not great either.,3,Electronics,False,0,2025-08-17,Neutral
R04655,Loved it! Will buy again. The beauty quality is excellent.,4,Beauty,True,0,2025-10-09,Positive
R04656,"Perfect product, fast delivery. Customer service was helpful.",5,Books,True,2,2025-09-12,Positive
